,Creditability,Account_Balance,Duration_of_Credit_monthly,Payment_Status_of_Previous_Credit,Purpose,Credit_Amount,Value_Savings_Stocks,Length_of_current_employment,Instalment_per_cent,Sex_Marital_Status,Guarantors,Duration_in_Current_address,Most_valuable_available_asset,Age_years,Concurrent_Credits,Type_of_apartment,No_of_Credits_at_this_Bank,Occupation,No_of_dependents,Telephone,Foreign_Worker
422,1,None,16,Previous Credits Paid,Other,1175,None,Unemployed,"(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",Life Insurance,68,None,Owned,4 or 5,"Unemployed, unskilled",3 or More,Yes,No
423,1,200 DM or Above,12,Paid Up,Other,2133,Above 1000,Above 7,Below 20%,"Male, Single",None,Above 7,Real Estate,52,None,Owned,1,Executive,3 or More,Yes,No
424,1,200 DM or Above,15,Previous Credits Paid,Furniture,1829,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,46,None,Rented,2 or 3,Skilled,3 or More,Yes,No
425,1,200 DM or Above,12,Previous Credits Paid,Furniture,717,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,52,None,Rented,4 or 5,Skilled,3 or More,No,No
426,1,None,39,No Problem with Current Credits,Repair,11760,Below 100 DM,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",Real Estate,32,None,Free,1,Skilled,3 or More,Yes,No
427,0,None,9,Previous Credits Paid,Repair,1501,None,Above 7,"(25%, 35%)","Male, Single",None,"[4, 7)",Life Insurance,34,None,Rented,2 or 3,Executive,3 or More,Yes,No
428,1,No Account,12,Paid Up,Repair,1200,Above 1000,"[1, 4)",Below 20%,"Male, Single",None,Above 7,Car,23,Other Banks,Free,1,Skilled,3 or More,Yes,No
429,1,None,9,Paid Up,Other,3195,Above 1000,"[1, 4)",Above 35%,"Male, Single",None,"[1, 4)",None,33,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
430,1,200 DM or Above,30,Previous Credits Paid,Furniture,4530,None,"[4, 7)",Below 20%,"Male, Single",None,Above 7,Life Insurance,26,None,Free,1,Executive,3 or More,Yes,No
431,0,200 DM or Above,12,No Problem with Current Credits,Appliances,1555,"[500, 1000)",Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,55,None,Owned,2 or 3,Skilled,Less than 3,No,No
432,1,None,15,Previous Credits Paid,Retraining,2326,"[100, 500)","[1, 4)","(25%, 35%)","Male, Married/Widowed",None,Above 7,Life Insurance,27,Other Banks,Rented,1,Skilled,3 or More,No,No
433,1,None,18,Previous Credits Paid,Retraining,1887,Above 1000,"[1, 4)",Below 20%,Female,None,Above 7,None,28,Other Banks,Rented,2 or 3,Skilled,3 or More,No,No
434,1,200 DM or Above,12,Previous Credits Paid,Retraining,1264,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,57,None,Free,1,Unskilled Permanent Resident,3 or More,No,No
435,1,200 DM or Above,7,No Problem with Current Credits,Furniture,846,Above 1000,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,36,None,Owned,1,Skilled,3 or More,No,No
436,1,200 DM or Above,15,Previous Credits Paid,Repair,1532,Below 100 DM,"[1, 4)",Below 20%,"Male, Single",None,"[4, 7)",Life Insurance,31,None,Rented,1,Skilled,3 or More,No,No
437,1,200 DM or Above,6,No Problem with Current Credits,Furniture,935,None,"[1, 4)","[20%, 25%)","Male, Single",None,"[1, 4)",None,24,None,Rented,1,Skilled,3 or More,No,No
438,1,No Account,27,Previous Credits Paid,Retraining,2442,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,43,Dept. Store,Rented,Above 6,Executive,Less than 3,Yes,No
439,1,None,18,Previous Credits Paid,Retraining,3590,None,Unemployed,"[20%, 25%)",Female,None,"[4, 7)",Life Insurance,40,None,Rented,4 or 5,"Unemployed, unskilled",Less than 3,Yes,No
440,1,200 DM or Above,21,Previous Credits Paid,Used Car,2288,None,<1 Year,Below 20%,"Male, Single",None,Above 7,Car,23,None,Rented,1,Skilled,3 or More,Yes,No
441,1,200 DM or Above,27,No Problem with Current Credits,Retraining,5117,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Life Insurance,26,None,Rented,2 or 3,Skilled,3 or More,No,No
442,1,No Account,39,Previous Credits Paid,Used Car,14179,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Car,30,None,Rented,2 or 3,Executive,3 or More,Yes,No
443,1,200 DM or Above,15,Paid Up,Furniture,1386,Above 1000,"[1, 4)",Below 20%,Female,None,"[1, 4)",None,40,None,Free,1,Skilled,3 or More,Yes,No
444,1,200 DM or Above,12,Previous Credits Paid,Furniture,618,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,56,None,Rented,1,Skilled,3 or More,No,No
445,1,200 DM or Above,12,Paid Up,Used Car,1574,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",None,50,None,Rented,1,Skilled,3 or More,No,No
446,1,200 DM or Above,6,Previous Credits Paid,Furniture,700,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,36,None,Owned,2 or 3,Skilled,3 or More,No,No
447,1,200 DM or Above,12,Paid Up,Furniture,886,Above 1000,"[1, 4)",Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,21,None,Rented,1,Skilled,3 or More,No,No
448,1,200 DM or Above,36,Paid Up,New Car,4686,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Real Estate,32,None,Owned,1,Executive,3 or More,Yes,No
449,1,None,9,Paid Up,Furniture,790,"[100, 500)","[1, 4)",Below 20%,"Male, Single",None,"[4, 7)",None,66,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
450,0,None,12,Paid Up,Furniture,766,"[100, 500)","[1, 4)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",None,66,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
451,1,No Account,20,Paid Up,Used Car,2212,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,39,None,Rented,1,Skilled,3 or More,Yes,No
452,1,None,10,Paid Up,Other,7308,None,Unemployed,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Real Estate,70,Other Banks,Owned,1,Executive,3 or More,Yes,No
453,1,None,24,Previous Credits Paid,Repair,5743,None,<1 Year,"(25%, 35%)","Male, Single",None,Above 7,Real Estate,24,None,Owned,2 or 3,Skilled,3 or More,Yes,No
454,1,No Account,14,Paid Up,Other,3973,None,Unemployed,Above 35%,"Male, Married/Widowed",None,Above 7,Real Estate,22,None,Owned,1,Skilled,3 or More,No,No
455,1,None,60,No Problem with Current Credits,Furniture,7418,Above 1000,"[1, 4)",Above 35%,"Male, Married/Widowed",None,<1 Year,None,27,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
456,1,None,20,No Problem with Current Credits,Business,2629,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",Life Insurance,29,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
457,1,None,18,Paid Up,Retraining,1941,"[500, 1000)","[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,35,None,Rented,1,Unskilled Permanent Resident,3 or More,Yes,No
458,1,None,24,No Problem with Current Credits,Used Car,2333,Above 1000,<1 Year,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,29,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
459,1,200 DM or Above,12,Paid Up,New Car,2445,Above 1000,<1 Year,"(25%, 35%)",Female,None,Above 7,Life Insurance,26,None,Free,1,Skilled,3 or More,Yes,No
460,1,None,20,Paid Up,New Car,6468,Above 1000,Unemployed,Above 35%,"Male, Divorced",None,Above 7,None,60,None,Rented,1,Executive,3 or More,Yes,No
461,1,None,18,Previous Credits Paid,Used Car,7374,None,Unemployed,Below 20%,"Male, Married/Widowed",None,Above 7,Car,40,Dept. Store,Rented,2 or 3,Executive,3 or More,Yes,No
462,1,200 DM or Above,15,Paid Up,New Car,3812,Below 100 DM,<1 Year,Above 35%,"Male, Single",None,Above 7,Life Insurance,23,None,Rented,1,Skilled,3 or More,Yes,No
463,0,No Account,28,Paid Up,Other,4006,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,45,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
464,1,None,12,Paid Up,Other,7472,Above 1000,Unemployed,Above 35%,"Male, Single",None,"[1, 4)",None,24,None,Free,1,"Unemployed, unskilled",3 or More,No,No
465,1,Below 200 DM,12,Paid Up,Used Car,1424,Above 1000,Above 7,"[20%, 25%)","Male, Single",None,Above 7,None,55,None,Rented,1,Executive,3 or More,Yes,No
466,1,None,12,Paid Up,New Car,2028,Above 1000,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,30,None,Rented,1,Skilled,3 or More,No,No
467,1,200 DM or Above,15,Paid Up,Other,5324,"[100, 500)",Above 7,Above 35%,"Male, Single",None,Above 7,Real Estate,35,None,Owned,1,Skilled,3 or More,No,No
468,1,None,36,Paid Up,Furniture,2323,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,24,None,Free,1,Skilled,3 or More,No,No
469,1,200 DM or Above,12,Paid Up,Repair,1393,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,47,Other Banks,Rented,4 or 5,Skilled,Less than 3,Yes,No
470,1,200 DM or Above,18,Paid Up,Used Car,1984,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,47,Other Banks,Owned,2 or 3,Skilled,3 or More,No,No
471,1,200 DM or Above,24,Paid Up,Furniture,999,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,25,None,Rented,2 or 3,Skilled,3 or More,No,No
472,1,200 DM or Above,36,Paid Up,Retraining,7409,Above 1000,Above 7,"[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Car,37,None,Rented,2 or 3,Skilled,3 or More,No,No
473,1,200 DM or Above,15,Paid Up,Used Car,2186,Above 1000,"[4, 7)",Above 35%,"Male, Single",None,Above 7,None,33,Other Banks,Free,1,Unskilled Permanent Resident,3 or More,No,No
474,1,Below 200 DM,36,Paid Up,Furniture,4473,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,31,None,Rented,1,Skilled,3 or More,No,No
475,1,200 DM or Above,24,Paid Up,Vacation,937,None,<1 Year,Below 20%,Female,None,"[4, 7)",Life Insurance,27,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
476,1,200 DM or Above,18,Paid Up,Used Car,3422,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,47,Other Banks,Rented,4 or 5,Skilled,Less than 3,Yes,No
477,1,200 DM or Above,24,Paid Up,Furniture,3105,Above 1000,<1 Year,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,25,None,Rented,2 or 3,Skilled,3 or More,No,No
478,1,200 DM or Above,12,Previous Credits Paid,Repair,2748,None,Above 7,"(25%, 35%)","Male, Single",None,Above 7,Real Estate,57,Other Banks,Owned,4 or 5,Unskilled Permanent Resident,3 or More,No,No
479,1,None,18,Paid Up,Appliances,3872,None,Unemployed,"(25%, 35%)","Male, Single",None,Above 7,Life Insurance,67,None,Rented,1,Skilled,3 or More,Yes,No
480,1,200 DM or Above,27,Paid Up,Appliances,5190,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Car,48,None,Rented,Above 6,Skilled,Less than 3,Yes,No
481,1,None,18,Paid Up,Used Car,3001,None,"[4, 7)","(25%, 35%)","Male, Single",None,Above 7,None,40,None,Free,1,Skilled,3 or More,No,No
482,1,200 DM or Above,24,No Problem with Current Credits,Retraining,3863,None,"[1, 4)",Above 35%,"Male, Married/Widowed",None,"[1, 4)",Real Estate,32,None,Owned,1,Skilled,3 or More,No,No
483,1,200 DM or Above,12,Previous Credits Paid,Used Car,5801,Above 1000,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Car,49,None,Free,1,Skilled,3 or More,Yes,Yes
484,1,200 DM or Above,12,Previous Credits Paid,Used Car,1592,"[500, 1000)","[4, 7)","[20%, 25%)","Male, Single",None,"[1, 4)",Car,35,None,Rented,1,Skilled,3 or More,No,No
485,1,200 DM or Above,12,Previous Credits Paid,Retraining,1185,None,"[1, 4)","[20%, 25%)","Male, Single",None,"[1, 4)",None,27,None,Rented,2 or 3,Skilled,3 or More,No,No
486,1,200 DM or Above,18,Previous Credits Paid,Used Car,3780,None,<1 Year,"[20%, 25%)","Male, Divorced",None,"[1, 4)",Life Insurance,35,None,Rented,2 or 3,Executive,3 or More,Yes,No
487,1,None,18,Previous Credits Paid,Used Car,3612,None,Above 7,"[20%, 25%)","Male, Single",None,Above 7,Car,37,None,Rented,1,Skilled,3 or More,Yes,Yes
488,1,200 DM or Above,12,Paid Up,Retraining,1076,None,"[1, 4)","(25%, 35%)",Female,None,"[1, 4)",None,26,None,Rented,1,Skilled,3 or More,Yes,No
489,1,200 DM or Above,12,Paid Up,Other,3527,Above 1000,<1 Year,"(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",Car,45,None,Rented,1,Executive,Less than 3,Yes,No
490,1,200 DM or Above,18,Paid Up,Furniture,2051,None,<1 Year,Below 20%,"Male, Married/Widowed",None,<1 Year,None,33,None,Rented,1,Skilled,3 or More,No,No
491,1,200 DM or Above,12,Previous Credits Paid,Used Car,3331,None,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Car,42,Dept. Store,Rented,1,Skilled,3 or More,No,No
492,1,No Account,18,Delayed,Retraining,3104,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,<1 Year,Car,31,Other Banks,Rented,1,Skilled,3 or More,Yes,No
493,1,200 DM or Above,24,Previous Credits Paid,Furniture,2611,None,Above 7,Below 20%,Female,Co-applicant,"[4, 7)",None,46,None,Rented,2 or 3,Skilled,3 or More,No,No
494,1,No Account,12,Previous Credits Paid,New Car,1409,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[4, 7)",None,54,None,Rented,1,Skilled,3 or More,No,No
495,1,200 DM or Above,24,Paid Up,Furniture,1311,Below 100 DM,"[4, 7)",Below 20%,Female,None,"[4, 7)",Car,26,None,Rented,1,Skilled,3 or More,Yes,No
496,1,200 DM or Above,6,Paid Up,Furniture,2108,None,"[4, 7)","(25%, 35%)",Female,None,"[1, 4)",None,29,None,Free,1,Skilled,3 or More,No,No
497,1,200 DM or Above,24,Previous Credits Paid,New Car,4042,Above 1000,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Car,43,None,Rented,2 or 3,Skilled,3 or More,Yes,No
498,1,200 DM or Above,12,Previous Credits Paid,Other,926,None,Unemployed,Above 35%,"Male, Single",None,"[1, 4)",Car,38,None,Rented,1,"Unemployed, unskilled",3 or More,No,No
499,1,No Account,12,Paid Up,Furniture,1680,"[100, 500)",Above 7,"[20%, 25%)",Female,None,<1 Year,None,35,None,Rented,1,Skilled,3 or More,No,No
500,1,200 DM or Above,24,Paid Up,Other,1249,None,<1 Year,Below 20%,Female,None,"[1, 4)",None,28,None,Rented,1,Skilled,3 or More,No,No
501,1,200 DM or Above,24,Previous Credits Paid,Other,2463,Below 100 DM,"[4, 7)",Below 20%,Female,None,"[4, 7)",Car,27,None,Rented,2 or 3,Skilled,3 or More,Yes,No
502,1,200 DM or Above,6,Paid Up,Furniture,1595,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Car,51,None,Rented,1,Skilled,Less than 3,No,No
503,1,200 DM or Above,24,Previous Credits Paid,Appliances,2058,None,"[1, 4)",Below 20%,"Male, Divorced",None,"[1, 4)",None,33,None,Rented,2 or 3,Skilled,3 or More,Yes,No
504,1,200 DM or Above,24,Paid Up,New Car,7814,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,"[4, 7)",Life Insurance,38,None,Rented,1,Executive,3 or More,Yes,No
505,1,200 DM or Above,6,Previous Credits Paid,Furniture,1740,None,Above 7,"(25%, 35%)",Female,None,"[1, 4)",None,30,None,Free,2 or 3,Skilled,3 or More,No,No
506,1,200 DM or Above,12,Previous Credits Paid,Furniture,1240,Above 1000,Above 7,Below 20%,"Male, Single",None,"[1, 4)",None,38,None,Rented,2 or 3,Skilled,3 or More,Yes,No
507,1,200 DM or Above,24,Previous Credits Paid,New Car,6842,Above 1000,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,Above 7,Car,46,None,Rented,2 or 3,Executive,Less than 3,Yes,No
508,1,200 DM or Above,24,Previous Credits Paid,Used Car,5150,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,33,None,Rented,1,Skilled,3 or More,Yes,No
509,1,No Account,6,Paid Up,Other,1203,Below 100 DM,Above 7,"[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Car,43,None,Rented,1,Skilled,3 or More,Yes,No
510,1,200 DM or Above,6,Previous Credits Paid,Other,2080,"[100, 500)","[1, 4)",Above 35%,Female,None,"[1, 4)",Life Insurance,24,None,Rented,1,Skilled,3 or More,No,No
511,1,200 DM or Above,6,Paid Up,Repair,1538,None,<1 Year,Above 35%,"Male, Single",None,"[1, 4)",Real Estate,56,None,Rented,1,Skilled,3 or More,No,No
512,1,None,24,Previous Credits Paid,Other,3878,Below 100 DM,<1 Year,Below 20%,"Male, Divorced",None,"[1, 4)",Life Insurance,37,None,Rented,1,Skilled,3 or More,Yes,No
513,1,None,30,Paid Up,Used Car,3832,None,<1 Year,"(25%, 35%)",Female,None,<1 Year,Car,22,None,Rented,1,Skilled,3 or More,No,No
514,1,200 DM or Above,15,Paid Up,Other,3186,"[500, 1000)","[4, 7)","(25%, 35%)","Male, Single",None,"[4, 7)",Life Insurance,20,None,Free,1,Skilled,3 or More,No,No
515,1,None,24,Paid Up,Furniture,2896,Below 100 DM,<1 Year,"(25%, 35%)","Male, Married/Widowed",None,<1 Year,Life Insurance,29,None,Rented,1,Skilled,3 or More,No,No
516,1,None,24,No Problem with Current Credits,Retraining,6967,Below 100 DM,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,36,None,Free,1,Executive,3 or More,Yes,No
517,0,200 DM or Above,36,Paid Up,Repair,1819,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,37,Dept. Store,Owned,1,Skilled,3 or More,Yes,No
518,0,200 DM or Above,24,Paid Up,Furniture,5943,Above 1000,<1 Year,Above 35%,"Male, Single",None,<1 Year,Life Insurance,44,None,Rented,2 or 3,Skilled,3 or More,Yes,No
519,0,200 DM or Above,36,Previous Credits Paid,Used Car,7127,None,<1 Year,"(25%, 35%)","Male, Single",None,Above 7,Car,23,None,Free,2 or 3,Skilled,3 or More,Yes,No
520,0,200 DM or Above,36,Paid Up,Used Car,3349,None,"[1, 4)",Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,28,None,Rented,1,Executive,3 or More,Yes,No
521,0,200 DM or Above,36,Paid Up,Used Car,10974,None,Unemployed,Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,26,None,Rented,2 or 3,Executive,3 or More,Yes,No
522,1,200 DM or Above,6,Paid Up,Furniture,518,None,"[1, 4)","[20%, 25%)","Male, Single",None,<1 Year,None,29,None,Rented,1,Skilled,3 or More,No,No
523,1,200 DM or Above,18,Paid Up,Furniture,1126,Above 1000,<1 Year,Below 20%,"Male, Single",None,"[1, 4)",None,21,None,Free,1,Skilled,3 or More,Yes,No
524,1,None,12,Previous Credits Paid,New Car,1860,None,Unemployed,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,34,None,Rented,2 or 3,Executive,3 or More,Yes,No
525,1,200 DM or Above,36,Previous Credits Paid,Furniture,9566,None,"[1, 4)","(25%, 35%)","Male, Single",None,"[1, 4)",Life Insurance,31,Dept. Store,Rented,2 or 3,Skilled,3 or More,No,No
526,1,No Account,12,Paid Up,Furniture,701,None,"[1, 4)",Below 20%,Female,None,"[1, 4)",None,40,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
527,1,None,12,Paid Up,Furniture,2930,None,"[4, 7)","(25%, 35%)","Male, Single",None,<1 Year,None,27,None,Rented,1,Skilled,3 or More,No,No
528,1,200 DM or Above,18,Paid Up,Furniture,1505,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Real Estate,32,None,Owned,1,Executive,3 or More,Yes,No
529,1,200 DM or Above,18,Previous Credits Paid,Furniture,2238,None,"[1, 4)","(25%, 35%)","Male, Single",None,<1 Year,Life Insurance,25,None,Rented,2 or 3,Skilled,3 or More,No,No
530,1,200 DM or Above,4,Previous Credits Paid,Furniture,1503,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,<1 Year,None,42,None,Rented,2 or 3,Unskilled Permanent Resident,Less than 3,No,No
531,1,200 DM or Above,24,Previous Credits Paid,New Car,2197,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,43,None,Rented,2 or 3,Skilled,Less than 3,Yes,No
532,1,Below 200 DM,12,Paid Up,Furniture,1881,None,"[1, 4)","(25%, 35%)","Male, Single",None,"[1, 4)",Life Insurance,44,None,Free,1,Unskilled Permanent Resident,3 or More,Yes,No
533,1,No Account,18,Previous Credits Paid,Furniture,1880,None,"[4, 7)",Below 20%,Female,None,<1 Year,Car,32,None,Rented,2 or 3,Executive,3 or More,Yes,No
534,1,No Account,18,Paid Up,Furniture,2389,None,<1 Year,Below 20%,"Male, Single",None,<1 Year,Life Insurance,27,Dept. Store,Rented,1,Skilled,3 or More,No,No
535,1,None,24,Paid Up,Furniture,1967,None,Above 7,Below 20%,"Male, Single",None,Above 7,Life Insurance,20,None,Rented,1,Skilled,3 or More,Yes,No
536,1,200 DM or Above,4,Previous Credits Paid,Other,3380,None,"[4, 7)",Above 35%,"Male, Single",None,<1 Year,None,37,None,Rented,1,Skilled,Less than 3,No,No
537,1,200 DM or Above,4,Previous Credits Paid,Other,1455,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,<1 Year,None,42,None,Rented,4 or 5,Unskilled Permanent Resident,Less than 3,No,No
538,1,200 DM or Above,7,Previous Credits Paid,Furniture,730,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,46,None,Free,2 or 3,Unskilled Permanent Resident,3 or More,Yes,No
539,1,None,18,Delayed,Used Car,3244,None,"[1, 4)",Above 35%,"Male, Single",None,Above 7,Life Insurance,33,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
540,0,None,9,Paid Up,Furniture,1670,None,<1 Year,Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,22,None,Rented,1,Skilled,3 or More,Yes,No
541,1,None,48,Paid Up,Furniture,3979,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",None,<1 Year,Life Insurance,41,None,Rented,2 or 3,Skilled,Less than 3,Yes,No
542,0,None,12,Paid Up,Used Car,1922,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,37,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
543,1,None,18,Previous Credits Paid,Used Car,1295,None,<1 Year,Below 20%,"Male, Single",None,<1 Year,Car,27,None,Rented,2 or 3,Skilled,3 or More,No,No
544,1,200 DM or Above,4,Previous Credits Paid,Furniture,1544,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,<1 Year,None,42,None,Rented,4 or 5,Unskilled Permanent Resident,Less than 3,No,No
545,1,None,8,Paid Up,Retraining,907,None,<1 Year,"[20%, 25%)",Female,None,"[1, 4)",None,26,None,Rented,1,Skilled,3 or More,Yes,No
546,1,None,30,Paid Up,Furniture,1715,Above 1000,"[1, 4)",Below 20%,"Male, Single",None,<1 Year,Life Insurance,26,None,Rented,1,Skilled,3 or More,No,No
547,1,Below 200 DM,10,Previous Credits Paid,Furniture,1347,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,27,None,Rented,2 or 3,Skilled,3 or More,Yes,No
548,1,None,12,Paid Up,Other,1007,"[500, 1000)","[1, 4)",Below 20%,Female,None,<1 Year,None,22,None,Rented,1,Skilled,3 or More,No,No
549,1,200 DM or Above,12,Previous Credits Paid,Used Car,1402,"[100, 500)","[4, 7)","[20%, 25%)","Male, Single",None,Above 7,Life Insurance,37,None,Free,1,Skilled,3 or More,Yes,No
550,1,None,12,Paid Up,Other,2002,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,Above 7,Car,30,None,Free,1,Skilled,Less than 3,Yes,No
551,1,200 DM or Above,12,Previous Credits Paid,Repair,2096,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",None,49,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
552,1,200 DM or Above,12,Paid Up,Other,1101,None,"[1, 4)","[20%, 25%)",Female,None,"[1, 4)",None,27,None,Rented,2 or 3,Skilled,3 or More,Yes,No
553,1,200 DM or Above,10,Paid Up,Vacation,894,Above 1000,"[4, 7)",Below 20%,"Male, Single",None,"[4, 7)",Car,40,None,Rented,1,Skilled,3 or More,Yes,No
554,1,None,11,Paid Up,Used Car,1577,"[500, 1000)",<1 Year,Below 20%,"Male, Single",None,<1 Year,None,20,None,Rented,1,Skilled,3 or More,No,No
555,1,200 DM or Above,33,No Problem with Current Credits,Retraining,2764,None,"[1, 4)","(25%, 35%)","Male, Single",None,"[1, 4)",Life Insurance,26,None,Rented,2 or 3,Skilled,3 or More,Yes,No
556,1,None,48,Delayed,Other,8358,"[100, 500)",<1 Year,Above 35%,"Male, Single",None,<1 Year,Life Insurance,30,None,Rented,2 or 3,Skilled,3 or More,No,No
557,1,Below 200 DM,12,Paid Up,Used Car,1474,None,<1 Year,Below 20%,"Male, Single",None,<1 Year,Car,33,Other Banks,Rented,1,Executive,3 or More,Yes,No
558,1,200 DM or Above,24,Paid Up,New Car,5433,Above 1000,Unemployed,"(25%, 35%)","Male, Single",None,Above 7,Car,26,None,Free,1,Executive,3 or More,Yes,No
559,1,None,14,Paid Up,Retraining,1410,"[100, 500)",Above 7,Above 35%,Female,None,"[1, 4)",None,35,None,Rented,1,Skilled,3 or More,Yes,No
560,1,200 DM or Above,20,Previous Credits Paid,Other,3485,Above 1000,<1 Year,"(25%, 35%)","Male, Divorced",None,Above 7,None,44,None,Rented,2 or 3,Skilled,3 or More,Yes,No
561,1,200 DM or Above,18,Previous Credits Paid,New Car,3850,None,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,<1 Year,Life Insurance,27,None,Rented,2 or 3,Skilled,3 or More,No,No
562,0,None,60,Paid Up,Other,7408,Below 100 DM,<1 Year,Below 20%,"Male, Single",None,"[1, 4)",Car,24,None,Rented,1,Executive,3 or More,No,No
563,1,Below 200 DM,24,Paid Up,Furniture,1377,Below 100 DM,Above 7,Below 20%,"Male, Single",None,"[1, 4)",Real Estate,47,None,Owned,1,Skilled,3 or More,Yes,No
564,1,200 DM or Above,30,No Problem with Current Credits,Retraining,4272,Below 100 DM,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Car,26,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
565,1,None,24,No Problem with Current Credits,Furniture,1553,Below 100 DM,"[4, 7)","[20%, 25%)","Male, Single",None,"[1, 4)",Car,23,None,Free,2 or 3,Skilled,3 or More,Yes,No
